Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,Price
193,212,151,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission,2012 Grand Cherokee Laredo X 5.7L 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,360,390,22000
20,109,16,Rear-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Porsche 911 Carrera S Cabriolet,Porsche,2011 Porsche 911 Cabriolet,2011,385,310,67400
195,196,83,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Lexus LS 460,Lexus,2011 Lexus LS,2011,380,367,24700
185,245,46,Front-wheel drive,Hyundai 2.4L 4 Cylinder 160 hp 157 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission,2012 Mitsubishi Galant SE,Mitsubishi,2012 Mitsubishi Galant,2012,160,157,12900
79,215,240,Four-wheel drive,Chevrolet 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Chevrolet Silverado 1500 Crew Cab LT 6.2L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,403,417,17800
115,184,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 SLT Crew Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330,14500
99,87,62,Front-wheel drive,Kia 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 Kia Sportage LX,Kia,2012 Kia Sportage,2012,176,168,14400
181,140,206,Four-wheel drive,Chevrolet 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission,2012 Chevrolet Colorado Extended Cab 1LT 3.7L 4WD,Chevrolet,2012 Chevrolet Colorado,2012,242,242,22000
190,197,48,Front-wheel drive,Acura 2.4L 4 Cylinder 201 hp 170 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,30,Automatic transmission,2012 Acura TSX Sport Wagon,Acura,2012 Acura TSX Sport Wagon,2012,201,170,10900
152,117,148,Front-wheel drive,MINI 1.6L 4 Cylinder 172 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,32,Automatic transmission,2010 MINI Cooper S Clubman AT,MINI,2010 MINI Clubman,2010,172,177,11800
54,240,201,Front-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Honda Pilot EX-L,Honda,2011 Honda Pilot,2011,250,253,17500
236,198,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Hatchback 1LS,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,125,18600
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler Unlimited Sport RHD,Jeep,2010 Jeep Wrangler,2010,205,240,9300
112,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission,2011 GMC Canyon SLE 2WD AT,GMC,2011 GMC Canyon,2011,185,190,15000
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,18,Automatic transmission,2011 Ford Ranger XLT SuperCab 4-Door 4X4 AT,Ford,2011 Ford Ranger,2011,207,238,19700
102,188,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Dodge Ram 1500 Outdoorsman Regular Cab 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330,14900
148,98,57,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 GMC Terrain SLT-1 AWD,GMC,2011 GMC Terrain,2011,182,172,12300
148,45,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,13100
66,123,219,Front-wheel drive,Chevrolet 2.2L 4 Cylinder 155 hp 150 ft-lbs FFV,TRUE,4,4 Speed Automatic,22,Gasoline,30,Automatic transmission,2010 Chevrolet HHR Panel LS AT,Chevrolet,2010 Chevrolet HHR Panel,2010,155,150,17800
165,233,41,All-wheel drive,Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2011 Ford Fusion Sport AWD,Ford,2011 Ford Fusion,2011,263,249,14600
99,195,123,All-wheel drive,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,TRUE,6,6 Speed Automatic,10,Gasoline,17,Automatic transmission,2010 Bentley Continental GT Speed,Bentley,2010 Bentley Continental GT,2010,600,553,95000
22,24,161,Front-wheel drive,Dodge 4.0L 6 Cylinder 251 hp 259 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Dodge Grand Caravan Crew,Dodge,2010 Dodge Grand Caravan,2010,251,259,16800
64,153,224,Front-wheel drive,Scion 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2010 Scion xB,Scion,2010 Scion xB,2010,158,162,9500
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Ford Ranger Sport AT,Ford,2011 Ford Ranger,2011,207,238,17100
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Ford Escape XLS AT,Ford,2010 Ford Escape,2010,171,171,14500
11,240,201,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 253 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Honda Pilot LX 4WD,Honda,2011 Honda Pilot,2011,250,253,12900
167,127,102,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XJL Supercharged,Jaguar,2010 Jaguar XJ,2010,470,424,25500
214,24,161,Front-wheel drive,Dodge 3.3L 6 Cylinder 175 hp 205 ft-lbs FFV,TRUE,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Dodge Grand Caravan Cargo Van,Dodge,2010 Dodge Grand Caravan,2010,175,205,20200
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,17100
226,126,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2010 Subaru Legacy 2.5i,Subaru,2010 Subaru Legacy,2010,170,170,11100
190,175,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,4,4 Speed Automatic,27,Gasoline,36,Automatic transmission,2011 Kia Rio5 LX,Kia,2011 Kia Rio5,2011,110,107,10300
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Premium,Cadillac,2010 Cadillac SRX,2010,265,223,18700
193,2,49,All-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,27,Automatic transmission,2010 Cadillac CTS Sport Sedan AWD,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,223,19100
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Coupe 4LT,Chevrolet,2010 Chevrolet Corvette Coupe,2010,430,424,47500
22,60,219,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,Gasoline,16,Automatic transmission,2011 GMC Savana Passenger 3500 LS,GMC,2011 GMC Savana,2011,324,373,16000
5,115,59,Rear-wheel drive,Porsche 3.6L 6 Cylinder 620 hp 516 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,23,Manual transmission,2011 Porsche 911 GT2 RS Coupe,Porsche,2011 Porsche 911 Coupe,2011,620,516,68700
193,212,151,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,E85,17,Automatic transmission,2012 Grand Cherokee Overland 4x4,Grand Cherokee,2012 Jeep Grand Cherokee,2012,290,260,15200
214,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Toyota Sienna XLE Mobility Auto Access,Toyota,2012 Toyota Sienna,2012,266,245,10600
153,245,217,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Chevrolet Avalanche LT,Chevrolet,2011 Chevrolet Avalanche,2011,320,335,18500
138,36,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380,18200
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,19,Automatic transmission,2012 Nissan Armada SL FFV,Nissan,2012 Nissan Armada,2012,317,385,12200
89,27,228,All-wheel drive,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,TRUE,6,6 Speed Manual,14,Gasoline,22,Manual transmission,2012 Audi S5 Coupe 4.2,Audi,2012 Audi S5 Coupe,2012,354,325,23300
130,184,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2010 Dodge Ram 1500 ST Crew Cab 390 hp 4x4,Dodge,2010 Dodge Ram 1500,2010,390,407,15300
188,85,13,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,19,Gasoline,25,Automatic transmission,2011 Ford Escape Limited FFV,Ford,2011 Ford Escape,2011,240,223,14100
95,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420,16800
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 2LT,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010,430,424,52000
125,36,166,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,19,Automatic transmission,2011 Mercedes-Benz R350 4Matic,Mercedes,2011 Mercedes-Benz R-Class,2011,268,258,24900
181,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Ford Expedition XL EL,Ford,2012 Ford Expedition,2012,310,365,13200
224,212,146,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Jeep Grand Cherokee Overland Summit 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011,290,260,15300
244,165,102,Rear-wheel drive,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2011 Toyota Tacoma Double Cab Long Bed,Toyota,2011 Toyota Tacoma,2011,236,266,11500
186,85,13,Four-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,E85,17,Automatic transmission,2012 Ford Escape Limited 4WD FFV,Ford,2012 Ford Escape,2012,240,223,16900
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Automatic,26,Gasoline,38,Automatic transmission,2012 Chevrolet Cruze 2LT AT,Chevrolet,2012 Chevrolet Cruze,2012,138,148,20500
148,98,194,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission,2012 GMC Terrain SLE-2,GMC,2012 GMC Terrain,2012,182,172,18900
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,292,320,12700
213,243,69,All-wheel drive,Volvo 3.0L 6 Cylinder 281 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Volvo S80 T6 AWD,Volvo,2010 Volvo S80,2010,281,295,11200
144,169,85,Rear-wheel drive,Ford 4.0L 6 cylinder 210 hp 240 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,24,Automatic transmission,2010 Ford Mustang V6 Convertible AT,Ford,2010 Ford Mustang Convertible,2010,210,240,22100
112,22,181,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission,2011 GMC Canyon WT 2WD,GMC,2011 GMC Canyon,2011,185,190,13500
195,227,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2011 Subaru Impreza Sedan 2.5i Premium,Subaru,2011 Subaru Impreza Sedan,2011,170,170,9800
161,10,214,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission,2011 GMC Yukon Hybrid,GMC,2011 GMC Yukon Hybrid,2011,332,367,19300
242,105,13,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,E85,17,Automatic transmission,2011 Mercury Mariner Premier FFV AWD,Mercury,2011 Mercury Mariner,2011,240,223,6400
190,55,46,Front-wheel drive,Mazda 3.7L 6 Cylinder 272 hp 269 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 Mazda Mazda6 s Touring Plus,Mazda,2011 Mazda Mazda6,2011,272,269,13500
212,108,135,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,25,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010,430,424,40000
95,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,Gasoline,14,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed  FFV,Ford,2010 Ford F-150,2010,310,365,10200
190,153,158,Front-wheel drive,Kia 1.6L 4 Cylinder  110 hp 107 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,34,Manual transmission,2010 Kia Rio SX,Kia,2010 Kia Rio,2010,110,107,11600
24,216,133,Rear-wheel drive,Toyota 4.0L 6 Cylinder 270 hp 278 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Toyota 4Runner SR5 V6,Toyota,2010 Toyota 4Runner,2010,270,278,12500
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,21,Automatic transmission,2010 Ford Ranger XLT SuperCab V6 AT,Ford,2010 Ford Ranger,2010,207,238,16800
172,19,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,29,Automatic transmission,2012 Volkswagen Jetta S AT,Volkswagen,2012 Volkswagen Jetta,2012,115,125,17600
228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,2012 Toyota Yaris 5-Door Liftback L,Toyota,2012 Toyota Yaris 5-Door Liftback,2012,106,103,13000
22,60,219,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,Gasoline,16,Automatic transmission,2011 Chevrolet Express LS 3500,Chevrolet,2011 Chevrolet Express,2011,324,373,20500
111,116,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 Ford E-250 Van Commercial Extended,Ford,2012 Ford E-250 Van,2012,225,286,15900
96,228,125,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2012 Chevrolet Camaro Coupe 2SS,Chevrolet,2012 Chevrolet Camaro Coupe,2012,426,420,22700
181,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Ford Expedition Limited EL,Ford,2011 Ford Expedition,2011,310,365,15900
75,116,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,TRUE,5,5 Speed Automatic,10,Gasoline,14,Automatic transmission,2011 Ford E-350 Super Duty Van Commercial Extended V10,Ford,2011 Ford E-350 Super Duty Van,2011,305,420,19000
193,190,39,Front-wheel drive,Hyundai 2.4L 4 cylinder 168hp 163 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata SE PZEV,Hyundai,2010 Hyundai Sonata,2010,168,163,13700
36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Infiniti EX35 Journey AWD,Infiniti,2012 Infiniti EX,2012,297,253,20300
200,105,249,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission,2012 Volkswagen Golf TDI 2-Door,Volkswagen,2012 Volkswagen Golf 2-Door,2012,140,236,19300
185,181,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,36,Manual transmission,2012 Ford Focus SE Sedan,Ford,2012 Ford Focus Sedan,2012,160,146,13400
57,87,199,All-wheel drive,Chevrolet 3.6L 6 Cylinder 281 hp 266 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Chevrolet Traverse 2LT AWD,Chevrolet,2012 Chevrolet Traverse,2012,281,266,21400
57,196,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier Crew Cab SL Long Bed,Nissan,2011 Nissan Frontier,2011,261,281,12400
195,62,203,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2011 Subaru Impreza Hatchback 2.5i Premium AT,Subaru,2011 Subaru Impreza Hatchback,2011,170,170,10900
228,83,237,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,19,Manual transmission,2012 Audi R8 Coupe 5.2,Audi,2012 Audi R8 Coupe,2012,525,391,115000
223,2,49,Rear-wheel drive,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2010 Cadillac CTS Sport Sedan Luxury,Cadillac,2010 Cadillac CTS Sport Sedan,2010,270,223,17600
193,190,39,Front-wheel drive,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2010 Hyundai Sonata Limited,Hyundai,2010 Hyundai Sonata,2010,175,168,11600
210,220,226,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 152 hp 146 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2010 Mitsubishi Lancer ES,Mitsubishi,2010 Mitsubishi Lancer,2010,152,146,11700
195,60,83,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Lexus LS 460 L,Lexus,2010 Lexus LS,2010,380,367,24700
158,16,217,Four-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,15,Automatic transmission,2012 GMC Yukon XL SLT 2500 4WD,GMC,2012 GMC Yukon XL,2012,352,382,17500
213,104,110,All-wheel drive,BMW 4.4L 8 cylinder 500hp 516 ft-lbs Tr-charged,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW ALPINA B7 LWB xDrive Sedan,BMW,2011 BMW ALPINA B7 Sedan,2011,500,516,22700
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2011 Maybach 62 S,Maybach,2011 Maybach 62,2011,620,738,71000
203,19,72,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2012 Volvo S60 R-Design,Volvo,2012 Volvo S60,2012,325,354,13700
185,6,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,36,Manual transmission,2012 Ford Focus SE 5-Door,Ford,2012 Ford Focus 5-Door,2012,160,146,17300
57,233,194,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2010 GMC Acadia SLT-2,GMC,2010 GMC Acadia,2010,288,270,18300
102,36,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278,14100
223,82,52,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,26,Manual transmission,2011 Chevrolet Corvette Convertible 2LT,Chevrolet,2011 Chevrolet Corvette Convertible,2011,430,424,36000
108,170,184,All-wheel drive,Bentley 6.0L 12 Cylinder 600 hp 553 ft-lbs FFV Turbo,TRUE,6,6 Speed Automatic,11,Gasoline,19,Automatic transmission,2012 Bentley Continental Flying Spur Speed,Bentley,2012 Bentley Continental Flying Spur,2012,600,553,77000
28,64,135,All-wheel drive,Lincoln 3.7L 6 Cylinder 273 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Lincoln MKS AWD,Lincoln,2011 Lincoln MKS,2011,273,270,15600
165,108,133,All-wheel drive,Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2010 Ford Edge Sport AWD,Ford,2010 Ford Edge,2010,265,250,13500
228,58,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,TRUE,4,4 Speed Automatic,30,Gasoline,35,Automatic transmission,2012 Toyota Yaris 3-Door Liftback L AT,Toyota,2012 Toyota Yaris 3-Door Liftback,2012,106,103,10000
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,38,Manual transmission,2012 Chevrolet Cruze 2LT,Chevrolet,2012 Chevrolet Cruze,2012,138,148,17200
114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2012 BMW 328i xDrive Coup,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200,19300
24,172,158,All-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 503 hp 465 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,11,Gasoline,15,Automatic transmission,2010 Mercedes-Benz ML63 AMG,Mercedes-AMG,2010 Mercedes-Benz M-Class,2010,503,465,18500
128,170,237,Rear-wheel drive,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,TRUE,7,7 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Infiniti QX56 2WD,Infiniti,2011 Infiniti QX56,2011,400,413,21700
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2012 Aston Martin DB9 Volante,Aston Martin,2012 Aston Martin DB9 Volante,2012,470,443,98000
200,210,110,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2011 BMW 750i xDrive Sedan,BMW,2011 BMW 7 Series,2011,400,450,20700
